CustomerID,InvoiceCount,TotalRevenue,FirstPurchase,LastPurchase,CustomerType
13244,1,121.74000000000001,2011-09-08 11:46:00,2011-09-08 11:46:00,One-time customer
13245,1,430.5,2011-10-20 11:40:00,2011-10-20 11:40:00,One-time customer
13246,6,1987.3,2011-01-13 13:36:00,2011-11-21 16:50:00,Repeat customer
13247,4,501.12,2011-09-18 11:31:00,2011-11-22 10:59:00,Repeat customer
13248,2,465.68,2011-06-03 13:05:00,2011-08-07 12:40:00,Repeat customer
13249,3,711.41,2011-03-23 15:26:00,2011-09-08 13:26:00,Repeat customer
13253,2,1030.4,2011-01-04 15:43:00,2011-07-06 10:09:00,Repeat customer
13255,2,399.51,2010-12-01 11:58:00,2011-11-30 13:14:00,Repeat customer
13258,3,698.58,2011-05-18 13:11:00,2011-11-28 09:31:00,Repeat customer
13259,1,292.32,2011-10-09 10:48:00,2011-10-09 10:48:00,One-time customer
13260,1,557.62,2011-10-09 13:21:00,2011-10-09 13:21:00,One-time customer
13261,2,944.1,2011-02-27 10:41:00,2011-03-16 12:22:00,Repeat customer
13262,1,200.29,2011-03-21 15:06:00,2011-03-21 15:06:00,One-time customer
13263,35,7454.07,2011-01-18 16:31:00,2011-12-08 13:59:00,Repeat customer
13265,5,2107.66,2011-03-11 09:54:00,2011-10-17 15:02:00,Repeat customer
13266,12,3834.2599999999998,2011-03-28 10:14:00,2011-11-28 14:39:00,Repeat customer
13267,19,4521.49,2010-12-08 09:20:00,2011-12-07 11:12:00,Repeat customer
13268,11,3214.69,2011-03-17 13:20:00,2011-11-22 11:51:00,Repeat customer
13269,15,5346.2300000000005,2010-12-05 11:51:00,2011-12-08 14:53:00,Repeat customer
13270,1,590.0,2010-12-08 14:53:00,2010-12-08 14:53:00,One-time customer
13271,1,217.38,2011-11-02 14:31:00,2011-11-02 14:31:00,One-time customer
13272,2,276.56,2011-09-11 12:06:00,2011-11-08 14:00:00,Repeat customer
13273,1,138.98,2011-08-18 14:02:00,2011-08-18 14:02:00,One-time customer
13276,2,590.9300000000001,2011-09-01 10:03:00,2011-10-07 12:44:00,Repeat customer
13277,4,258.4,2011-07-29 10:06:00,2011-11-24 09:21:00,Repeat customer
13278,1,542.73,2011-10-30 11:49:00,2011-10-30 11:49:00,One-time customer
13279,1,137.75,2011-09-22 17:24:00,2011-09-22 17:24:00,One-time customer
13280,3,814.86,2011-01-06 17:10:00,2011-08-09 13:14:00,Repeat customer
13282,3,1132.14,2011-05-03 12:03:00,2011-11-21 15:33:00,Repeat customer
13283,2,93.66,2011-06-07 12:39:00,2011-10-11 09:50:00,Repeat customer
13284,1,201.19,2011-01-13 09:23:00,2011-01-13 09:23:00,One-time customer
13285,4,2709.12,2011-02-22 17:13:00,2011-11-16 13:19:00,Repeat customer
13291,1,361.11,2011-07-07 10:36:00,2011-07-07 10:36:00,One-time customer
13292,2,578.9399999999999,2011-02-28 15:00:00,2011-11-01 10:04:00,Repeat customer
13294,2,873.74,2011-04-04 12:37:00,2011-06-03 08:54:00,Repeat customer
13295,1,201.20000000000002,2010-12-15 11:21:00,2010-12-15 11:21:00,One-time customer
13296,1,87.4,2011-07-25 13:46:00,2011-07-25 13:46:00,One-time customer
13297,4,2089.85,2011-10-03 15:08:00,2011-12-02 09:32:00,Repeat customer
13298,1,360.0,2011-12-08 13:11:00,2011-12-08 13:11:00,One-time customer
13299,1,142.5,2011-03-16 12:55:00,2011-03-16 12:55:00,One-time customer
13300,1,371.89,2011-06-23 13:09:00,2011-06-23 13:09:00,One-time customer
13301,4,618.09,2011-02-20 13:13:00,2011-08-28 11:25:00,Repeat customer
13302,1,63.75,2011-07-07 17:56:00,2011-07-07 17:56:00,One-time customer
13304,1,300.42,2010-12-23 14:35:00,2010-12-23 14:35:00,One-time customer
13305,10,2000.86,2010-12-02 12:10:00,2011-12-05 15:15:00,Repeat customer
13307,1,15.0,2011-08-11 17:14:00,2011-08-11 17:14:00,One-time customer
13308,3,1385.51,2011-05-20 13:13:00,2011-11-17 09:31:00,Repeat customer
13309,5,1456.79,2011-02-04 12:29:00,2011-12-02 16:34:00,Repeat customer
13310,3,1132.03,2011-01-19 14:50:00,2011-11-11 17:23:00,Repeat customer
13311,2,598.57,2011-07-12 14:26:00,2011-12-05 12:55:00,Repeat customer
13313,5,1555.32,2011-01-04 10:00:00,2011-11-17 16:48:00,Repeat customer
13314,3,775.94,2011-09-27 10:20:00,2011-12-08 12:29:00,Repeat customer
13316,4,5977.7300000000005,2011-03-30 13:01:00,2011-11-02 13:40:00,Repeat customer
13317,6,2273.68,2010-12-16 09:22:00,2011-10-04 13:35:00,Repeat customer
13318,3,640.76,2011-11-02 13:26:00,2011-12-08 18:51:00,Repeat customer
13319,26,10845.550000000001,2010-12-09 10:04:00,2011-12-04 13:34:00,Repeat customer
13320,4,1548.7,2011-05-10 10:29:00,2011-09-22 18:07:00,Repeat customer
13321,2,567.36,2011-09-14 15:18:00,2011-09-28 15:24:00,Repeat customer
13322,1,199.48000000000002,2011-11-22 14:21:00,2011-11-22 14:21:00,One-time customer
13323,5,787.85,2011-09-16 13:23:00,2011-12-06 17:12:00,Repeat customer
13324,10,7121.95,2010-12-14 09:50:00,2011-11-03 16:28:00,Repeat customer
13325,1,675.3,2011-09-19 10:36:00,2011-09-19 10:36:00,One-time customer
13327,8,3627.77,2010-12-09 15:32:00,2011-11-01 10:21:00,Repeat customer
13328,1,1308.48,2011-01-27 15:22:00,2011-01-27 15:22:00,One-time customer
13329,2,789.0,2010-12-08 10:11:00,2011-11-08 10:29:00,Repeat customer
13330,3,1140.93,2011-01-28 10:08:00,2011-09-08 12:27:00,Repeat customer
13332,1,350.9,2011-11-25 13:30:00,2011-11-25 13:30:00,One-time customer
13334,3,3536.82,2011-02-07 11:42:00,2011-09-18 15:21:00,Repeat customer
13336,1,795.12,2011-09-23 14:05:00,2011-09-23 14:05:00,One-time customer
13338,1,487.02,2011-07-05 09:06:00,2011-07-05 09:06:00,One-time customer
13339,1,860.12,2011-05-23 08:31:00,2011-05-23 08:31:00,One-time customer
13340,7,10736.48,2011-03-08 11:39:00,2011-10-25 13:15:00,Repeat customer
13341,1,775.85,2011-03-24 09:50:00,2011-03-24 09:50:00,One-time customer
13343,1,353.43,2011-06-15 12:24:00,2011-06-15 12:24:00,One-time customer
13344,3,2543.72,2011-03-07 10:28:00,2011-10-03 09:45:00,Repeat customer
13345,1,389.5,2011-02-25 09:01:00,2011-02-25 09:01:00,One-time customer
13347,1,341.36,2011-09-30 13:28:00,2011-09-30 13:28:00,One-time customer
13348,1,233.76,2011-10-06 17:28:00,2011-10-06 17:28:00,One-time customer
13349,1,247.32,2011-11-29 08:07:00,2011-11-29 08:07:00,One-time customer
13350,2,979.12,2011-09-21 13:33:00,2011-11-23 16:33:00,Repeat customer
13351,1,373.94,2011-10-04 12:55:00,2011-10-04 12:55:00,One-time customer
13352,1,397.97999999999996,2011-10-10 13:55:00,2011-10-10 13:55:00,One-time customer
13354,1,743.53,2011-09-29 13:17:00,2011-09-29 13:17:00,One-time customer
13355,1,674.7,2011-08-09 14:48:00,2011-08-09 14:48:00,One-time customer
13356,1,768.24,2011-09-20 14:33:00,2011-09-20 14:33:00,One-time customer
13357,1,609.95,2011-03-27 13:56:00,2011-03-27 13:56:00,One-time customer
13358,1,439.03,2011-03-16 11:52:00,2011-03-16 11:52:00,One-time customer
13359,1,439.56,2011-10-07 09:30:00,2011-10-07 09:30:00,One-time customer
13362,4,3090.7400000000002,2011-02-25 11:33:00,2011-11-30 14:41:00,Repeat customer
13363,2,992.5,2011-10-27 10:46:00,2011-11-22 12:40:00,Repeat customer
13364,1,134.95999999999998,2011-09-29 18:13:00,2011-09-29 18:13:00,One-time customer
13365,2,2225.37,2011-05-06 12:00:00,2011-11-06 12:36:00,Repeat customer
13366,1,56.160000000000004,2011-10-20 13:37:00,2011-10-20 13:37:00,One-time customer
13368,2,623.4,2011-01-06 12:32:00,2011-03-28 09:59:00,Repeat customer
13369,1,308.28000000000003,2010-12-09 11:30:00,2010-12-09 11:30:00,One-time customer
13370,1,754.87,2010-12-03 10:26:00,2010-12-03 10:26:00,One-time customer
13372,1,378.64,2011-09-11 12:46:00,2011-09-11 12:46:00,One-time customer
13373,3,3312.25,2011-03-08 14:35:00,2011-10-10 10:51:00,Repeat customer
13375,1,778.65,2011-09-12 10:19:00,2011-09-12 10:19:00,One-time customer
13376,3,1019.76,2011-04-19 13:03:00,2011-09-01 16:16:00,Repeat customer
13379,3,572.56,2011-07-26 12:26:00,2011-11-13 13:45:00,Repeat customer
13381,6,3639.31,2011-02-14 10:10:00,2011-11-08 11:58:00,Repeat customer
13382,1,222.99,2011-03-04 10:03:00,2011-03-04 10:03:00,One-time customer
13384,7,4151.93,2011-06-14 12:47:00,2011-11-09 11:04:00,Repeat customer
13385,1,534.57,2011-01-14 09:52:00,2011-01-14 09:52:00,One-time customer
13388,2,677.1,2011-07-31 12:52:00,2011-07-31 12:52:00,Repeat customer
13389,3,797.96,2011-04-21 12:12:00,2011-11-28 14:01:00,Repeat customer
13390,1,544.08,2011-09-26 08:38:00,2011-09-26 08:38:00,One-time customer
13391,1,59.8,2011-05-20 10:50:00,2011-05-20 10:50:00,One-time customer
13394,8,2520.02,2011-02-03 10:39:00,2011-12-08 11:36:00,Repeat customer
13395,1,307.72,2011-06-07 15:04:00,2011-06-07 15:04:00,One-time customer
13396,2,1360.99,2011-01-24 13:37:00,2011-11-10 16:59:00,Repeat customer
13397,5,1544.13,2011-01-04 13:50:00,2011-09-28 10:56:00,Repeat customer
13398,1,457.34,2011-05-31 13:17:00,2011-05-31 13:17:00,One-time customer
13402,2,621.23,2010-12-02 17:12:00,2011-08-04 15:51:00,Repeat customer
13403,1,75.0,2011-11-22 08:28:00,2011-11-22 08:28:00,One-time customer
13404,2,252.49,2011-05-11 11:57:00,2011-12-08 15:37:00,Repeat customer
13405,3,572.451,2011-01-26 09:27:00,2011-09-26 17:01:00,Repeat customer
13408,62,28117.04,2010-12-01 10:39:00,2011-12-08 09:05:00,Repeat customer
13410,5,1003.06,2011-02-21 14:38:00,2011-11-15 15:33:00,Repeat customer
13411,1,213.55,2011-08-24 13:57:00,2011-08-24 13:57:00,One-time customer
13414,3,1390.5,2011-02-16 12:13:00,2011-07-29 11:45:00,Repeat customer
13416,2,712.5,2011-09-19 14:43:00,2011-10-27 08:56:00,Repeat customer
13417,2,640.83,2011-05-18 16:26:00,2011-12-05 08:49:00,Repeat customer
13418,18,6127.43,2010-12-02 10:45:00,2011-11-28 10:23:00,Repeat customer
13419,1,221.06,2011-10-07 12:49:00,2011-10-07 12:49:00,One-time customer
13420,2,159.85,2011-06-22 11:35:00,2011-07-13 08:48:00,Repeat customer
13421,2,1851.08,2011-02-22 15:46:00,2011-10-30 14:21:00,Repeat customer
13422,1,2626.3,2011-10-06 13:42:00,2011-10-06 13:42:00,One-time customer
13425,3,1624.21,2011-02-18 08:34:00,2011-08-23 17:13:00,Repeat customer
13426,10,3641.32,2010-12-15 12:43:00,2011-12-09 08:59:00,Repeat customer
13427,3,582.6,2011-05-08 15:58:00,2011-11-20 13:02:00,Repeat customer
13428,1,218.47,2011-11-29 14:20:00,2011-11-29 14:20:00,One-time customer
13429,4,1006.8,2011-09-25 15:59:00,2011-11-29 09:10:00,Repeat customer
13430,2,679.45,2011-09-14 14:26:00,2011-11-21 08:19:00,Repeat customer
13431,2,1269.1,2011-09-12 11:25:00,2011-10-03 13:49:00,Repeat customer
13434,2,534.24,2011-09-04 10:35:00,2011-09-26 14:30:00,Repeat customer
13435,7,3809.8900000000003,2011-06-03 17:07:00,2011-12-04 14:45:00,Repeat customer
13436,1,196.89,2011-12-08 10:33:00,2011-12-08 10:33:00,One-time customer
13437,7,3408.06,2011-06-02 14:30:00,2011-11-25 14:00:00,Repeat customer
13439,1,283.71,2011-03-29 14:20:00,2011-03-29 14:20:00,One-time customer
13441,1,296.64,2011-09-09 09:38:00,2011-09-09 09:38:00,One-time customer
13447,3,1129.14,2011-11-04 10:10:00,2011-11-16 13:38:00,Repeat customer
13448,6,3539.37,2010-12-01 10:52:00,2011-11-23 12:33:00,Repeat customer
13449,1,291.88,2011-11-16 08:28:00,2011-11-16 08:28:00,One-time customer
13450,6,2043.7199999999998,2011-05-05 19:48:00,2011-11-13 11:54:00,Repeat customer
13451,5,2976.15,2011-01-09 15:35:00,2011-11-13 15:58:00,Repeat customer
13452,2,590.0,2011-03-14 11:38:00,2011-03-25 14:19:00,Repeat customer
13453,2,356.97999999999996,2011-02-23 09:44:00,2011-06-27 09:34:00,Repeat customer
13455,2,1058.34,2010-12-08 13:11:00,2011-11-15 11:21:00,Repeat customer
13456,6,1766.72,2011-05-16 15:34:00,2011-11-22 09:18:00,Repeat customer
13458,14,9646.57,2010-12-15 12:05:00,2011-12-02 15:29:00,Repeat customer
13460,2,183.44,2011-10-21 09:50:00,2011-11-10 17:17:00,Repeat customer
13461,3,1445.0,2011-06-29 10:23:00,2011-11-01 09:01:00,Repeat customer
13462,1,151.5,2011-04-01 11:20:00,2011-04-01 11:20:00,One-time customer
13464,1,674.68,2011-10-12 15:01:00,2011-10-12 15:01:00,One-time customer
13466,1,307.9,2011-06-08 16:39:00,2011-06-08 16:39:00,One-time customer
13467,2,1083.71,2011-11-03 16:56:00,2011-11-29 10:01:00,Repeat customer
13468,37,5704.97,2010-12-01 15:08:00,2011-12-08 10:39:00,Repeat customer
13470,2,165.0,2011-08-16 17:06:00,2011-09-01 14:57:00,Repeat customer
13471,4,2531.58,2011-10-23 13:10:00,2011-12-08 15:44:00,Repeat customer
13473,2,422.64,2011-01-11 08:45:00,2011-10-10 11:20:00,Repeat customer
13474,1,229.59,2011-04-17 13:53:00,2011-04-17 13:53:00,One-time customer
13475,4,1431.78,2011-02-14 12:36:00,2011-06-01 13:52:00,Repeat customer
13476,2,1238.47,2011-03-03 14:43:00,2011-06-14 12:00:00,Repeat customer
13477,6,1454.58,2011-02-21 12:29:00,2011-11-02 12:04:00,Repeat customer
13479,2,300.95,2011-04-19 11:27:00,2011-05-23 10:45:00,Repeat customer
13481,5,1804.56,2011-03-28 09:07:00,2011-10-25 09:07:00,Repeat customer
13482,1,184.64,2011-04-21 17:03:00,2011-04-21 17:03:00,One-time customer
13483,1,140.34,2011-10-05 11:53:00,2011-10-05 11:53:00,One-time customer
13484,1,313.8,2011-04-12 16:30:00,2011-04-12 16:30:00,One-time customer
13485,1,454.24,2011-04-20 13:58:00,2011-04-20 13:58:00,One-time customer
13486,3,1122.41,2011-07-07 17:19:00,2011-09-22 13:13:00,Repeat customer
13487,3,575.4,2010-12-21 14:54:00,2011-10-13 12:07:00,Repeat customer
13488,13,8968.31,2010-12-07 13:01:00,2011-11-22 14:41:00,Repeat customer
13489,4,449.52,2011-02-18 10:42:00,2011-08-26 13:16:00,Repeat customer
13491,10,1215.82,2010-12-02 14:30:00,2011-10-19 08:32:00,Repeat customer
13492,3,1269.84,2011-05-09 10:06:00,2011-07-26 14:25:00,Repeat customer
13493,2,618.63,2011-02-25 16:42:00,2011-03-09 15:35:00,Repeat customer
13494,1,316.26000000000005,2011-02-01 11:58:00,2011-02-01 11:58:00,One-time customer
13495,5,2044.8700000000001,2010-12-06 15:14:00,2011-12-02 11:21:00,Repeat customer
13496,2,653.33,2010-12-15 10:17:00,2011-11-29 10:58:00,Repeat customer
13497,2,348.05,2010-12-06 11:37:00,2011-03-02 09:04:00,Repeat customer
13499,5,1159.11,2011-03-15 08:52:00,2011-11-22 11:21:00,Repeat customer
13500,3,1166.77,2011-08-09 12:20:00,2011-11-16 15:35:00,Repeat customer
13501,1,1340.32,2011-02-24 18:59:00,2011-02-24 18:59:00,One-time customer
13502,3,292.0,2011-01-20 09:03:00,2011-11-23 10:39:00,Repeat customer
13503,1,216.85,2011-09-29 13:23:00,2011-09-29 13:23:00,One-time customer
13504,1,295.93,2011-10-06 13:20:00,2011-10-06 13:20:00,One-time customer
13505,4,4393.63,2011-04-21 12:07:00,2011-09-28 11:56:00,Repeat customer
13506,2,458.52,2010-12-05 12:15:00,2011-01-27 13:53:00,Repeat customer
13507,4,2479.16,2011-07-17 11:50:00,2011-12-06 13:13:00,Repeat customer
13508,1,110.97,2011-04-10 11:58:00,2011-04-10 11:58:00,One-time customer
13509,7,979.72,2011-02-28 13:27:00,2011-12-01 10:10:00,Repeat customer
13510,4,1791.56,2011-06-09 09:32:00,2011-12-08 13:46:00,Repeat customer
13512,1,251.21,2011-03-24 10:03:00,2011-03-24 10:03:00,One-time customer
13513,1,205.1,2011-08-05 11:50:00,2011-08-05 11:50:00,One-time customer
13514,1,152.20000000000002,2011-09-27 09:39:00,2011-09-27 09:39:00,One-time customer
13515,4,891.12,2011-04-06 10:33:00,2011-09-28 11:26:00,Repeat customer
13516,3,1389.41,2011-04-15 11:06:00,2011-11-18 13:15:00,Repeat customer
13517,3,2128.42,2011-06-13 08:44:00,2011-10-11 11:43:00,Repeat customer
13518,1,659.4399999999999,2011-09-15 10:29:00,2011-09-15 10:29:00,One-time customer
13519,1,122.75,2011-09-22 18:24:00,2011-09-22 18:24:00,One-time customer
13520,6,3624.35,2010-12-03 10:36:00,2011-10-12 10:20:00,Repeat customer
13521,3,1093.65,2011-11-29 15:09:00,2011-12-08 13:50:00,Repeat customer
13522,1,125.80000000000001,2011-11-09 15:11:00,2011-11-09 15:11:00,One-time customer
13523,5,3964.88,2010-12-08 14:22:00,2011-11-06 15:11:00,Repeat customer
13524,5,680.1800000000001,2011-05-04 12:26:00,2011-10-30 12:34:00,Repeat customer
13525,2,628.78,2011-04-05 15:36:00,2011-11-25 12:01:00,Repeat customer
13527,7,2287.51,2011-01-17 11:17:00,2011-11-06 12:04:00,Repeat customer
13529,2,307.76,2011-05-19 11:50:00,2011-09-22 09:15:00,Repeat customer
13531,2,483.8,2010-12-08 15:03:00,2011-05-18 16:56:00,Repeat customer
13532,1,210.31,2011-11-06 12:25:00,2011-11-06 12:25:00,One-time customer
13533,3,270.79,2011-03-17 12:47:00,2011-06-10 11:54:00,Repeat customer
13534,25,5870.08,2010-12-16 15:23:00,2011-12-07 14:52:00,Repeat customer
13536,7,3448.29,2011-09-25 13:30:00,2011-12-08 16:38:00,Repeat customer
13538,7,1280.85,2011-01-28 10:40:00,2011-10-27 16:34:00,Repeat customer
13539,3,631.34,2011-02-03 15:23:00,2011-09-15 10:18:00,Repeat customer
13544,2,291.41,2011-04-13 12:09:00,2011-10-31 11:57:00,Repeat customer
13546,3,626.99,2011-05-23 12:14:00,2011-11-27 14:50:00,Repeat customer
13548,2,682.41,2011-04-10 11:35:00,2011-09-04 14:50:00,Repeat customer
13549,7,918.2,2011-04-11 13:42:00,2011-11-14 09:20:00,Repeat customer
13551,1,91.80000000000001,2011-01-24 14:46:00,2011-01-24 14:46:00,One-time customer
13552,12,3740.07,2011-01-28 10:10:00,2011-10-04 15:19:00,Repeat customer
13555,4,4149.28,2011-05-22 11:06:00,2011-09-27 12:36:00,Repeat customer
13557,2,584.06,2011-03-04 12:14:00,2011-11-11 15:24:00,Repeat customer
13558,4,605.06,2011-10-02 13:01:00,2011-12-04 11:24:00,Repeat customer
13560,1,174.37,2011-12-02 13:11:00,2011-12-02 13:11:00,One-time customer
13561,1,141.85999999999999,2011-05-08 12:39:00,2011-05-08 12:39:00,One-time customer
13562,3,1799.33,2011-04-08 12:42:00,2011-09-19 10:51:00,Repeat customer
13563,2,777.53,2011-07-22 17:21:00,2011-09-16 14:45:00,Repeat customer
13564,3,1749.02,2010-12-06 17:26:00,2011-07-18 14:33:00,Repeat customer
13565,2,240.22,2011-01-09 14:28:00,2011-11-20 14:33:00,Repeat customer
13566,2,874.71,2011-09-18 12:40:00,2011-10-30 11:59:00,Repeat customer
13568,1,192.85,2011-06-19 14:42:00,2011-06-19 14:42:00,One-time customer
13569,2,373.75,2010-12-07 12:29:00,2011-11-22 13:07:00,Repeat customer
13570,1,239.49,2011-04-10 13:36:00,2011-04-10 13:36:00,One-time customer
13571,12,2092.32,2011-03-31 12:43:00,2011-11-27 10:47:00,Repeat customer
13572,1,1384.25,2011-05-18 11:59:00,2011-05-18 11:59:00,One-time customer
13573,2,294.4,2011-03-31 14:47:00,2011-10-20 14:33:00,Repeat customer
13575,5,732.0699999999999,2011-06-16 14:24:00,2011-11-16 13:14:00,Repeat customer
13576,18,6717.34,2010-12-01 17:24:00,2011-11-29 15:34:00,Repeat customer
13577,4,1687.6000000000001,2011-04-12 10:33:00,2011-11-14 15:19:00,Repeat customer
13579,2,467.04,2010-12-05 16:10:00,2011-11-25 08:41:00,Repeat customer
13581,1,118.0,2011-02-03 14:41:00,2011-02-03 14:41:00,One-time customer
13583,1,781.03,2011-07-07 10:40:00,2011-07-07 10:40:00,One-time customer
13584,1,142.4,2011-02-06 12:49:00,2011-02-06 12:49:00,One-time customer
13587,1,712.4,2011-10-07 12:31:00,2011-10-07 12:31:00,One-time customer
13588,9,2478.95,2011-03-29 15:53:00,2011-11-24 10:42:00,Repeat customer
13589,2,379.65,2011-06-13 12:44:00,2011-11-25 12:10:00,Repeat customer
13590,6,1981.92,2011-02-09 13:25:00,2011-11-28 12:54:00,Repeat customer
13591,3,1117.13,2011-03-18 12:18:00,2011-10-06 12:26:00,Repeat customer
13592,4,247.95999999999998,2011-03-20 14:01:00,2011-11-04 09:49:00,Repeat customer
13593,5,2037.0800000000002,2011-01-07 16:32:00,2011-08-23 13:35:00,Repeat customer
13594,1,396.97,2011-10-18 10:19:00,2011-10-18 10:19:00,One-time customer
13596,2,697.04,2011-11-27 11:57:00,2011-12-04 12:01:00,Repeat customer
13598,1,180.17000000000002,2011-10-23 14:28:00,2011-10-23 14:28:00,One-time customer
13599,21,5153.67,2010-12-08 10:11:00,2011-12-08 16:10:00,Repeat customer
13600,1,219.52,2011-01-31 15:27:00,2011-01-31 15:27:00,One-time customer
13601,2,693.32,2011-05-12 16:52:00,2011-10-25 17:31:00,Repeat customer
13602,1,428.89,2011-10-06 11:47:00,2011-10-06 11:47:00,One-time customer
13603,1,164.34,2011-11-13 15:57:00,2011-11-13 15:57:00,One-time customer
13606,3,280.53999999999996,2011-02-01 11:42:00,2011-11-10 17:46:00,Repeat customer
13607,1,678.01,2011-10-30 16:17:00,2011-10-30 16:17:00,One-time customer
13610,7,1131.88,2011-02-27 14:44:00,2011-11-27 15:38:00,Repeat customer
13611,3,1171.8,2010-12-15 10:31:00,2011-09-11 14:51:00,Repeat customer
13614,4,1610.46,2011-01-13 12:37:00,2011-11-15 14:47:00,Repeat customer
13615,1,417.69,2011-01-25 08:21:00,2011-01-25 08:21:00,One-time customer
13617,3,544.18,2011-06-12 12:55:00,2011-10-30 13:50:00,Repeat customer
13618,1,177.34,2011-06-19 11:09:00,2011-06-19 11:09:00,One-time customer
13621,1,213.85,2011-08-15 08:26:00,2011-08-15 08:26:00,One-time customer
13623,5,747.78,2011-02-15 13:08:00,2011-11-09 12:00:00,Repeat customer
13626,1,257.23,2011-04-01 10:05:00,2011-04-01 10:05:00,One-time customer
13627,5,1638.47,2010-12-17 09:52:00,2011-10-11 14:20:00,Repeat customer
13629,11,7792.36,2011-01-05 12:09:00,2011-11-16 13:21:00,Repeat customer
13630,7,2031.78,2011-02-27 12:49:00,2011-12-04 15:16:00,Repeat customer
13631,11,3070.42,2011-03-17 17:13:00,2011-09-01 09:57:00,Repeat customer
13632,5,2121.27,2011-04-10 15:07:00,2011-11-15 10:51:00,Repeat customer
13634,5,1575.16,2011-01-16 15:30:00,2011-11-06 13:40:00,Repeat customer
13635,1,1071.03,2011-10-03 10:55:00,2011-10-03 10:55:00,One-time customer
13636,5,949.12,2011-02-27 14:29:00,2011-11-03 10:30:00,Repeat customer
13637,3,810.5,2011-04-27 13:06:00,2011-10-18 13:32:00,Repeat customer
13638,1,122.64,2011-11-24 10:38:00,2011-11-24 10:38:00,One-time customer
13639,1,1033.34,2011-09-26 13:36:00,2011-09-26 13:36:00,One-time customer
13642,1,354.8,2011-05-08 12:34:00,2011-05-08 12:34:00,One-time customer
13643,3,519.44,2011-06-07 11:40:00,2011-11-08 15:37:00,Repeat customer
13644,4,2624.26,2011-08-26 11:53:00,2011-11-23 14:07:00,Repeat customer
13645,1,252.1,2011-08-11 16:11:00,2011-08-11 16:11:00,One-time customer
13647,4,1678.1200000000001,2011-04-19 09:49:00,2011-11-30 12:00:00,Repeat customer
13649,2,346.6,2010-12-08 14:46:00,2011-03-28 11:51:00,Repeat customer
13650,6,1836.34,2011-03-17 12:37:00,2011-11-23 12:22:00,Repeat customer
13651,2,94.2,2011-10-31 12:11:00,2011-11-04 14:59:00,Repeat customer
13652,3,1095.08,2010-12-06 09:21:00,2011-10-25 08:51:00,Repeat customer
13654,6,2707.33,2011-03-11 12:54:00,2011-10-27 16:24:00,Repeat customer
13655,2,932.97,2011-04-12 09:53:00,2011-08-17 14:25:00,Repeat customer
13656,2,379.65,2011-01-06 15:42:00,2011-06-28 10:31:00,Repeat customer
13657,2,382.14,2011-05-22 12:35:00,2011-11-29 12:32:00,Repeat customer
13658,5,2639.17,2011-05-19 17:15:00,2011-11-30 10:13:00,Repeat customer
13659,2,1573.2,2011-01-23 12:08:00,2011-05-18 12:37:00,Repeat customer
13662,3,897.76,2011-03-25 13:23:00,2011-09-15 12:04:00,Repeat customer
13663,1,189.47,2011-06-13 15:44:00,2011-06-13 15:44:00,One-time customer
13666,3,84.65,2011-02-25 13:05:00,2011-10-10 15:39:00,Repeat customer
13667,1,305.02,2011-07-13 15:42:00,2011-07-13 15:42:00,One-time customer
13668,21,6363.59,2010-12-12 12:35:00,2011-12-07 12:11:00,Repeat customer
13669,2,218.55,2011-07-13 11:44:00,2011-10-20 09:32:00,Repeat customer
13670,1,349.7,2011-09-25 15:25:00,2011-09-25 15:25:00,One-time customer
13672,2,186.39000000000001,2011-01-11 13:54:00,2011-02-11 13:53:00,Repeat customer
13673,2,396.92,2011-11-07 15:40:00,2011-11-21 12:11:00,Repeat customer
13675,2,486.82000000000005,2011-02-28 12:14:00,2011-07-11 12:57:00,Repeat customer
13678,1,232.6,2011-07-11 10:14:00,2011-07-11 10:14:00,One-time customer
13680,4,3722.42,2011-01-04 14:12:00,2011-12-08 13:47:00,Repeat customer
13681,4,827.83,2011-07-07 15:21:00,2011-11-22 11:13:00,Repeat customer
13682,1,59.5,2011-06-05 14:06:00,2011-06-05 14:06:00,One-time customer
13684,1,67.23,2011-02-27 10:13:00,2011-02-27 10:13:00,One-time customer
13685,7,3119.44,2011-10-10 12:59:00,2011-12-07 11:41:00,Repeat customer
13686,1,72.0,2011-06-10 09:10:00,2011-06-10 09:10:00,One-time customer
13689,1,910.0,2011-10-07 13:21:00,2011-10-07 13:21:00,One-time customer
13690,1,172.25,2011-10-11 15:03:00,2011-10-11 15:03:00,One-time customer
13692,3,1488.32,2011-04-17 12:57:00,2011-11-15 11:17:00,Repeat customer
13694,50,65039.62,2010-12-01 12:12:00,2011-12-06 09:32:00,Repeat customer
13695,15,2504.13,2011-03-25 11:31:00,2011-11-08 14:26:00,Repeat customer
13697,1,151.29999999999998,2011-11-01 09:14:00,2011-11-01 09:14:00,One-time customer
13699,1,308.58000000000004,2011-07-07 16:51:00,2011-07-07 16:51:00,One-time customer
13700,10,2265.12,2011-01-16 13:18:00,2011-11-13 13:00:00,Repeat customer
13703,1,99.5,2011-01-25 13:10:00,2011-01-25 13:10:00,One-time customer
13704,9,2308.06,2011-09-12 14:40:00,2011-12-04 15:13:00,Repeat customer
13705,3,711.86,2010-12-01 10:29:00,2011-12-02 12:32:00,Repeat customer
13706,1,330.79,2011-02-10 09:21:00,2011-02-10 09:21:00,One-time customer
